#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: EMPTY SETNAME
#  filename..................: EMPTY FILENAME
#  filepath..................: EMPTY FILPATH
#  nchan.....................: 32
#  pnts......................: 99999
#  srate.....................: 1000
#  nevents...................: 99999
#  generated by (bdf)........: 
#  generated by (set)........: EMPTY SET
#  reported in ..............: 
#  prog Version..............: 4.0.2.5
#  creation date.............: 
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                     (sec)               (msec)     (msec)    (binary)   (binary)

1     	0     	      256	              "EMPTY"	     0.0000	      0.00	    1.0	    00000000     00000000	   1	[       ]
2     	0     	      256	              "EMPTY"	     0.1000	      0.00	    1.0	    00000000     00000000	   1	[       ]
3     	0     	      256	              "EMPTY"	     0.2000	      0.00	    1.0	    00000000     00000000	   1	[       ]
4     	0     	      256	              "EMPTY"	     0.3000	      0.00	    1.0	    00000000     00000000	   1	[       ]
5     	0     	      256	              "EMPTY"	     0.4000	      0.00	    1.0	    00000000     00000000	   1	[       ]
6     	0     	      256	              "EMPTY"	     0.5000	      0.00	    1.0	    00000000     00000000	   1	[       ]
7     	0     	      256	              "EMPTY"	     0.6000	      0.00	    1.0	    00000000     00000000	   1	[       ]
8     	0     	      256	              "EMPTY"	     0.7000	      0.00	    1.0	    00000000     00000000	   1	[       ]
9     	0     	      256	              "EMPTY"	     0.8000	      0.00	    1.0	    00000000     00000000	   1	[       ]
10     	0     	      256	              "EMPTY"	     0.9000	      0.00	    1.0	    00000000     00000000	   1	[       ]
11     	0     	      256	              "EMPTY"	     1.0000	      0.00	    1.0	    00000000     00000000	   1	[       ]
12     	0     	      256	              "EMPTY"	     1.1000	      0.00	    1.0	    00000000     00000000	   1	[       ]
13     	0     	      256	              "EMPTY"	     1.2000	      0.00	    1.0	    00000000     00000000	   1	[       ]
14     	0     	      256	              "EMPTY"	     1.3000	      0.00	    1.0	    00000000     00000000	   1	[       ]
15     	0     	      256	              "EMPTY"	     1.4000	      0.00	    1.0	    00000000     00000000	   1	[       ]
16     	0     	      256	              "EMPTY"	     1.5000	      0.00	    1.0	    00000000     00000000	   1	[       ]
17     	0     	      256	              "EMPTY"	     1.6000	      0.00	    1.0	    00000000     00000000	   1	[       ]
18     	0     	      256	              "EMPTY"	     1.7000	      0.00	    1.0	    00000000     00000000	   1	[       ]
19     	0     	      256	              "EMPTY"	     1.8000	      0.00	    1.0	    00000000     00000000	   1	[       ]
20     	0     	      256	              "EMPTY"	     1.9000	      0.00	    1.0	    00000000     00000000	   1	[       ]
21     	0     	      256	              "EMPTY"	     2.0000	      0.00	    1.0	    00000000     00000000	   1	[       ]
22     	0     	      256	              "EMPTY"	     2.1000	      0.00	    1.0	    00000000     00000000	   1	[       ]
23     	0     	      256	              "EMPTY"	     2.2000	      0.00	    1.0	    00000000     00000000	   1	[       ]
24     	0     	      256	              "EMPTY"	     2.3000	      0.00	    1.0	    00000000     00000000	   1	[       ]
25     	0     	      256	              "EMPTY"	     2.4000	      0.00	    1.0	    00000000     00000000	   1	[       ]
26     	0     	      256	              "EMPTY"	     2.5000	      0.00	    1.0	    00000000     00000000	   1	[       ]
27     	0     	      256	              "EMPTY"	     2.6000	      0.00	    1.0	    00000000     00000000	   1	[       ]
28     	0     	      256	              "EMPTY"	     2.7000	      0.00	    1.0	    00000000     00000000	   1	[       ]
29     	0     	      256	              "EMPTY"	     2.8000	      0.00	    1.0	    00000000     00000000	   1	[       ]
30     	0     	      256	              "EMPTY"	     2.9000	      0.00	    1.0	    00000000     00000000	   1	[       ]
